region,gflops,cuda_ms,leaf_ops
Encoder Cross Attention:,172.083621121,83.03098099999983,114
Self Attention,133.344514668,32.51765500000003,888
Decoder Cross Attention,113.479999488,52.839399999999884,205
Encoder Process data,98.893488002,58.125587999999986,230
Decoder Logits,63.763372032,8.658239999999976,106
Decoder skip,59.331315644,64.84064999999968,1343
Decoder pre processing,0.001224144,6.755438000000147,404
Latents init,0.0,0.0,0
geo pruning,0.0,6.949157000000005,75
Decoder Cross attention,0.0,40.712782999999874,38
Compute grid config,0.0,0.0,0
Cross Attention - Encoder,0.0,54.066310000000016,9
encode,0.0,33.571746999999974,20
