epoch,param,category,norm,max_abs,mean_abs,std,numel
9,_class_weights,other,106.23170471191406,50.0,34.290767669677734,22.561687469482422,7
9,model.spatial_latent_content,other,0.638211190700531,0.18281717598438263,0.0063219512812793255,0.023025671020150185,768
9,model.mask_token,other,0.5322583317756653,0.06166691705584526,0.01558577362447977,0.01921081356704235,768
9,model.refinement_latent_content,other,0.5646453499794006,0.06559932231903076,0.016248993575572968,0.020377956330776215,768
9,model.global_latents,other,7.730198383331299,0.11711663007736206,0.019672242924571037,0.024654801934957504,98304
9,model.global_query,other,0.7263395190238953,0.08073578029870987,0.021269597113132477,0.02622634917497635,768
9,model.input_processor.geometry._sqrt_2,other,1.4142135381698608,1.4142135381698608,1.4142135381698608,0.0,1
9,model.input_processor.geometry.token_centers_lookup,other,117311.375,7665.0,705.1636352539062,1563.318359375,5632
9,model.input_processor.geometry.token_gsd_lookup,other,792.9344482421875,30.0,5.290909290313721,9.146546363830566,5632
9,model.input_processor.geometry._token_width,other,10.0,10.0,10.0,0.0,1
9,model.input_processor.geometry._half_token_width,other,5.0,5.0,5.0,0.0,1
9,model.input_processor.spectral_encoder.means,other,5222.04638671875,2215.0,1042.1578369140625,607.0877685546875,19
9,model.input_processor.spectral_encoder.stds,other,166.13247680664062,80.0,30.0,24.152294158935547,19
9,model.input_processor.spectral_encoder.physics_codebook,other,5.012136936187744,0.999914288520813,0.05797535553574562,0.2019486129283905,570
9,model.input_processor.spectral_encoder.named_embeddings.ELEVATION.embedding,other,0.06201278790831566,0.03700931742787361,0.011070333421230316,0.014311635866761208,19
9,model.input_processor.spectral_encoder.named_embeddings.VV.embedding,other,0.06984955072402954,0.03605814278125763,0.012775855138897896,0.01625770889222622,19
9,model.input_processor.spectral_encoder.named_embeddings.VH.embedding,other,0.09315652400255203,0.05019088461995125,0.017510179430246353,0.021956931799650192,19
9,model.input_processor.spectral_encoder.named_embeddings.ABSTRACT_bw_15_wl_15.embedding,other,0.06687510013580322,0.026569928973913193,0.012107831425964832,0.015521503984928131,19
9,model.input_processor.spectral_encoder.named_embeddings.ABSTRACT_bw_14_wl_14.embedding,other,0.08699485659599304,0.038011062890291214,0.01608380861580372,0.02049933932721615,19
9,model.input_processor.resolution_encoder.gsd_values,other,35.040836334228516,30.0,7.174999713897705,10.796924591064453,8
9,model.input_processor.time_encoder.angular_freqs,other,1.2049944400787354,0.4131409525871277,0.21517759561538696,0.12172282487154007,24
9,model.input_processor.time_encoder.time_values,other,4034.317138671875,365.0,182.5,105.7993392944336,366
9,model.input_processor.encoder_mlp.0.weight,other,17.546167373657227,0.2902850806713104,0.03496326506137848,0.041456229984760284,178944
9,model.input_processor.encoder_mlp.0.bias,other,1.129525899887085,0.10858244448900223,0.034888315945863724,0.0407811664044857,768
9,model.input_processor.encoder_mlp.2.weight,other,27.623868942260742,1.1374797821044922,0.9965983033180237,0.019579153507947922,768
9,model.input_processor.encoder_mlp.2.bias,other,0.324115514755249,0.04888702556490898,0.009003781713545322,0.011315375566482544,768
9,model.input_processor.encoder_mlp.3.weight,other,7.999386310577393,0.1434696614742279,0.021213172003626823,0.02551356703042984,98304
9,model.input_processor.encoder_mlp.3.bias,other,0.2739154100418091,0.05485616624355316,0.020615115761756897,0.02423548884689808,128
9,model.input_processor.decoder_mlp.0.weight,other,15.926612854003906,0.21319963037967682,0.10611140727996826,0.12252983450889587,16896
9,model.input_processor.decoder_mlp.0.bias,other,3.3117847442626953,0.2128668576478958,0.10221145302057266,0.11955960839986801,768
9,model.input_processor.decoder_mlp.2.weight,other,27.712812423706055,1.0,1.0,0.0,768
9,model.input_processor.decoder_mlp.2.bias,other,0.0,0.0,0.0,0.0,768
9,model.input_processor.decoder_mlp.3.weight,other,6.53354024887085,0.036083612591028214,0.018057068809866905,0.020838258787989616,98304
9,model.input_processor.decoder_mlp.3.bias,other,0.23102544248104095,0.03559267148375511,0.017489712685346603,0.020451482385396957,128
9,model.geo_pruning.geometry._sqrt_2,other,1.4142135381698608,1.4142135381698608,1.4142135381698608,0.0,1
9,model.geo_pruning.geometry.token_centers_lookup,other,117311.375,7665.0,705.1636352539062,1563.318359375,5632
9,model.geo_pruning.geometry.token_gsd_lookup,other,792.9344482421875,30.0,5.290909290313721,9.146546363830566,5632
9,model.geo_pruning.geometry._token_width,other,10.0,10.0,10.0,0.0,1
9,model.geo_pruning.geometry._half_token_width,other,5.0,5.0,5.0,0.0,1
9,model.encoder_layers.0.0.norm.weight,norm,23.75126838684082,0.9348048567771912,0.8554472327232361,0.05242602154612541,768
9,model.encoder_layers.0.0.norm.bias,norm,1.1932519674301147,0.14143680036067963,0.03113102726638317,0.043045736849308014,768
9,model.encoder_layers.0.0.fn.to_q.weight,other,18.500333786010742,0.07525000721216202,0.017545215785503387,0.020861787721514702,786432
9,model.encoder_layers.0.0.fn.to_k.weight,other,18.022064208984375,0.1446378082036972,0.04249056801199913,0.04977959021925926,131072
9,model.encoder_layers.0.0.fn.to_v.weight,other,19.569320678710938,0.15827660262584686,0.046263039112091064,0.05405336990952492,131072
9,model.encoder_layers.0.0.fn.to_out.weight,other,21.26862335205078,0.11988642811775208,0.019733181223273277,0.023983435705304146,786432
9,model.encoder_layers.0.0.fn.to_out.bias,other,0.5780329704284668,0.07829122245311737,0.01741698570549488,0.020869165658950806,768
9,model.encoder_layers.0.1.norm.weight,norm,25.850128173828125,0.9913740158081055,0.9326138496398926,0.017941029742360115,768
9,model.encoder_layers.0.1.norm.bias,norm,0.5082114934921265,0.07278387248516083,0.014086563140153885,0.018349962309002876,768
9,model.encoder_layers.0.1.fn.w1.weight,other,52.950645446777344,0.11033477634191513,0.020287729799747467,0.02437855489552021,4718592
9,model.encoder_layers.0.1.fn.w1.bias,other,1.9340391159057617,0.08092914521694183,0.020601673051714897,0.02337266318500042,6144
9,model.encoder_layers.0.1.fn.w2.weight,other,25.57024574279785,0.08659215271472931,0.013389043509960175,0.01664799451828003,2359296
9,model.encoder_layers.0.1.fn.w2.bias,other,0.41774529218673706,0.08047285676002502,0.012217956595122814,0.015069701708853245,768
9,model.encoder_layers.0.2.0.0.norm.weight,norm,26.010517120361328,0.988089382648468,0.9384071826934814,0.017689259722828865,768
9,model.encoder_layers.0.2.0.0.norm.bias,norm,0.39677536487579346,0.07200854271650314,0.010931533761322498,0.014323162846267223,768
9,model.encoder_layers.0.2.0.0.fn.to_qkv.weight,other,25.496227264404297,0.1004779115319252,0.019602753221988678,0.02347494103014469,1179648
9,model.encoder_layers.0.2.0.0.fn.to_out.weight,other,17.592334747314453,0.09418351948261261,0.02355765551328659,0.028054893016815186,393216
9,model.encoder_layers.0.2.0.0.fn.to_out.bias,other,0.860096275806427,0.10810358077287674,0.02594645880162716,0.031053543090820312,768
9,model.encoder_layers.0.2.0.0.fn.rope.log_scale,rope_scale,3.682910442352295,3.682910442352295,3.682910442352295,0.0,1
9,model.encoder_layers.0.2.0.0.fn.rope.scale_x,rope_scale,4.122311115264893,1.155074954032898,1.0295424461364746,0.04769859462976456,16
9,model.encoder_layers.0.2.0.0.fn.rope.scale_y,rope_scale,4.139052867889404,1.1792694330215454,1.0331900119781494,0.05890651047229767,16
9,model.encoder_layers.0.2.0.0.fn.rope.inv_freq,rope_scale,1.5115082263946533,1.0,0.24739530682563782,0.29500123858451843,16
9,model.encoder_layers.0.2.0.1.norm.weight,norm,25.417470932006836,0.9959436058998108,0.9168948531150818,0.022640740498900414,768
9,model.encoder_layers.0.2.0.1.norm.bias,norm,0.642842173576355,0.08311938494443893,0.018278127536177635,0.023211294785141945,768
9,model.encoder_layers.0.2.0.1.fn.w1.weight,other,52.91892623901367,0.10567304491996765,0.020224763080477715,0.02436392940580845,4718592
9,model.encoder_layers.0.2.0.1.fn.w1.bias,other,1.9893168210983276,0.08294558525085449,0.020813576877117157,0.02380272187292576,6144
9,model.encoder_layers.0.2.0.1.fn.w2.weight,other,24.723501205444336,0.15399231016635895,0.012927694246172905,0.016096698120236397,2359296
9,model.encoder_layers.0.2.0.1.fn.w2.bias,other,0.4562746584415436,0.060777343809604645,0.012832765467464924,0.016451071947813034,768
9,model.encoder_layers.0.2.1.0.norm.weight,norm,27.117464065551758,1.032849907875061,0.9783608913421631,0.01750006712973118,768
