region,gflops,cuda_ms,leaf_ops
Decoder Cross Attention,3304.977334272,1500.6698369999995,1323
Decoder Logits,1857.036484608,227.658787000002,615
Decoder skip,1727.957827638,1581.4368349999902,9690
Encoder Cross Attention:,279.733334016,131.49518800000007,57
Encoder Process data,169.727232002,99.541697,241
Self Attention,38.770904836,9.015724999999824,300
Decoder pre processing,0.035651638,109.47340300000012,2452
encode,0.0,49.813752999999956,1
Cross Attention - Encoder,0.0,92.082845,8
Decoder Cross attention,0.0,916.2297009999994,196
geo pruning,0.0,10.998416000000011,60
Compute grid config,0.0,0.0,0
Latents init,0.0,0.0,0
