region,gflops,cuda_ms,leaf_ops
Encoder Cross Attention:,558.338729473,289.1131179999999,123
Encoder Process data,338.770080002,197.66576799999993,224
Self Attention,218.918925228,46.40514699999992,886
Decoder Cross Attention,113.391747072,52.834370000000575,214
Decoder Logits,63.713783808,8.58801000000001,101
Decoder skip,59.285174192,63.34470899999981,1346
Decoder pre processing,0.001223192,7.350853000000207,406
encode,0.0,100.2173779999999,20
geo pruning,0.0,11.504247000000003,66
Cross Attention - Encoder,0.0,135.6105619999999,9
Compute grid config,0.0,0.0,0
Latents init,0.0,0.0,0
Decoder Cross attention,0.0,39.64434800000013,36
