region,gflops,cuda_ms,leaf_ops
Decoder Cross Attention,268.28734464,122.54232099999962,96
Decoder Logits,150.74820096,19.44776700000002,44
Decoder skip,140.270014084,127.98696399999899,699
Encoder Cross Attention:,83.385230016,43.59063699999993,303
Encoder Process data,42.431808002,25.77604299999999,230
Self Attention,39.105443908,11.20422000000001,357
Decoder pre processing,0.002894084,8.598865000000282,221
geo pruning,0.0,2.9553720000000006,60
encode,0.0,13.946725000000011,1
Latents init,0.0,0.0,0
Compute grid config,0.0,0.0,0
Decoder Cross attention,0.0,74.50203699999952,14
Cross Attention - Encoder,0.0,24.376271,9
