region,gflops,cuda_ms,leaf_ops
Decoder Cross Attention,191.659032576,84.65343199999998,98
Decoder Logits,107.691454464,12.35135499999999,45
Decoder skip,100.206050476,92.22697199999983,689
Encoder Cross Attention:,10.863236736,6.1001649999999845,82
Self Attention,8.999872036,4.857053000000027,300
Encoder Process data,5.646168002,5.273029999999999,226
Decoder pre processing,0.002067476,4.387919999999987,179
Compute grid config,0.0,0.0,0
Decoder Cross attention,0.0,52.84515599999997,14
Latents init,0.0,0.0,0
encode,0.0,2.856824000000006,20
Cross Attention - Encoder,0.0,5.580429999999999,24
geo pruning,0.0,0.9827740000000004,54
