region,gflops,cuda_ms,leaf_ops
Encoder Cross Attention:,590.830311745,290.78455700000046,123
Self Attention,425.481428388,108.21149300000025,887
Encoder Process data,339.540012002,198.27219100000002,224
Decoder Cross Attention,118.44734976,55.80911100000005,213
Decoder Logits,66.55448064,8.861948000000252,103
Decoder skip,61.928420228,65.95979200000083,1347
Decoder pre processing,0.001277728,10.347309000000198,426
Decoder Cross attention,0.0,41.05293000000004,37
geo pruning,0.0,11.601552999999996,66
encode,0.0,111.86195500000005,20
Compute grid config,0.0,0.0,0
Cross Attention - Encoder,0.0,137.12296700000005,9
Latents init,0.0,0.0,0
