region,gflops,cuda_ms,leaf_ops
Decoder Cross Attention,3304.977334272,1506.0100749999917,1401
Decoder Logits,1857.036484608,226.99294800000015,663
Decoder skip,1062.268305462,1315.6824700000095,9218
Encoder Cross Attention:,82.261324266,28.30867199999999,273
Self Attention,52.027066962,16.430189999999996,697
Encoder Process data,27.803100002,17.23978,232
Decoder pre processing,0.035514422,78.77371200000594,2394
Decoder Cross attention,0.000137216,799.8044739999998,217
Cross Attention - Encoder,0.0,16.546878,8
geo pruning,0.0,2.2887780000000006,65
Latents init,0.0,0.0,0
Compute grid config,0.0,0.0,0
encode,0.0,11.741847999999992,1
