region,gflops,cuda_ms,leaf_ops
Decoder Cross Attention,114.627280896,53.547950000000064,205
Encoder Cross Attention:,100.630203648,46.348768000000014,56
Self Attention,83.495361901,26.137574999999874,956
Decoder Logits,64.408018944,8.674530000000017,107
Decoder skip,59.93115452,64.96933600000038,1340
Encoder Process data,57.830448002,34.57908499999995,230
Decoder pre processing,0.00123652,5.797046999999951,366
encode,0.0,20.696961999999946,20
Decoder Cross attention,0.0,40.56236600000012,39
Latents init,0.0,0.0,0
Compute grid config,0.0,0.0,0
geo pruning,0.0,4.271290000000006,75
Cross Attention - Encoder,0.0,32.813199,8
