op,flops,gflops,self_cuda_time_us,self_cpu_time_us,count
aten::addmm,3541284970496,3541.284970496,0,4976.6769999998605,266
aten::mm,3515811364864,3515.811364864,0,1726.920000000774,117
aten::bmm,692224000,0.692224,0,32.83899999999903,2
aten::mul,247450960,0.24745096,0,2905.780999999178,512
aten::add,14794954,0.014794954,0,1150.0699999998146,188
Compute grid config,0,0.0,0,54.58699999999996,1
encode,0,0.0,0,83.4210000000021,1
Latents init ,0,0.0,0,187.87399999999934,1
aten::unsqueeze,0,0.0,0,1610.8940000003313,860
aten::as_strided,0,0.0,0,1987.9720000012676,4161
aten::expand,0,0.0,0,819.2330000003508,340
aten::linspace,0,0.0,0,792.0639999996722,336
aten::empty,0,0.0,0,4363.05700000051,1539
Unrecognized,0,0.0,0,606.2299999999921,2
cudaLaunchKernel,0,0.0,0,17846.068000003135,5267
aten::meshgrid,0,0.0,0,9.495000000000118,1
aten::view,0,0.0,0,2034.2439999998442,2411
aten::flatten,0,0.0,0,13.618000000000393,2
aten::clone,0,0.0,0,575.3350000006371,225
aten::empty_like,0,0.0,0,339.56700000017986,256
aten::copy_,0,0.0,0,2581.408999999705,639
aten::_unsafe_view,0,0.0,0,184.11400000032472,283
aten::stack,0,0.0,0,423.667000000122,111
aten::cat,0,0.0,0,3310.6209999977286,494
geo pruning,0,0.0,0,223.48100000000113,1
aten::select,0,0.0,0,1021.4789999999987,499
aten::detach,0,0.0,0,2.2399999999997817,2
detach,0,0.0,0,4.3659999999999854,2
aten::to,0,0.0,0,428.53199999881303,532
aten::_to_copy,0,0.0,0,1270.7270000018282,360
aten::empty_strided,0,0.0,0,1528.4389999996913,447
cudaStreamIsCapturing,0,0.0,0,83.9180000002641,116
cudaMemcpyAsync,0,0.0,0,2396.508999999909,421
cudaStreamSynchronize,0,0.0,0,515789.96600000106,336
aten::resolve_conj,0,0.0,0,0.6929999999999836,1
aten::resolve_neg,0,0.0,0,0.3200000000001637,1
aten::arange,0,0.0,0,22.134000000000242,4
aten::resize_,0,0.0,0,447.88199999996914,182
aten::lt,0,0.0,0,391.8269999998913,57
aten::slice,0,0.0,0,1107.9519999993831,568
geo pruning,0,0.0,0,0,1
"void at::native::elementwise_kernel<128, 2, at::native::gpu_kernel_impl_nocast<at::native::direct_copy_kernel_cuda(at::TensorIteratorBase&)::{lambda()#3}::operator()() const::{lambda()#4}::operator()() const::{lambda(long)#1}>(at::TensorIteratorBase&, at::native::direct_copy_kernel_cuda(at::TensorIteratorBase&)::{lambda()#3}::operator()() const::{lambda()#4}::operator()() const::{lambda(long)#1} const&)::{lambda(int)#1}>(int, at::native::gpu_kernel_impl_nocast<at::native::direct_copy_kernel_cuda(at::TensorIteratorBase&)::{lambda()#3}::operator()() const::{lambda()#4}::operator()() const::{lambda(long)#1}>(at::TensorIteratorBase&, at::native::direct_copy_kernel_cuda(at::TensorIteratorBase&)::{lambda()#3}::operator()() const::{lambda()#4}::operator()() const::{lambda(long)#1} const&)::{lambda(int)#1})",0,0.0,0,0,1
"void at::native::elementwise_kernel<128, 2, at::native::gpu_kernel_impl_nocast<at::native::direct_copy_kernel_cuda(at::TensorIteratorBase&)::{lambda()#3}::operator()() const::{lambda()#7}::operator()() const::{lambda(float)#1}>(at::TensorIteratorBase&, at::native::direct_copy_kernel_cuda(at::TensorIteratorBase&)::{lambda()#3}::operator()() const::{lambda()#7}::operator()() const::{lambda(float)#1} const&)::{lambda(int)#1}>(int, at::native::gpu_kernel_impl_nocast<at::native::direct_copy_kernel_cuda(at::TensorIteratorBase&)::{lambda()#3}::operator()() const::{lambda()#7}::operator()() const::{lambda(float)#1}>(at::TensorIteratorBase&, at::native::direct_copy_kernel_cuda(at::TensorIteratorBase&)::{lambda()#3}::operator()() const::{lambda()#7}::operator()() const::{lambda(float)#1} const&)::{lambda(int)#1})",0,0.0,0,0,247
aten::clamp,0,0.0,0,446.55099999970184,59
