region,gflops,cuda_ms,leaf_ops
Encoder Cross Attention:,321.104633473,157.35242199999973,118
Self Attention,218.918925228,48.793910000000324,889
Encoder Process data,186.323544002,108.81890599999997,231
Decoder Cross Attention,118.586032128,56.18126600000022,215
Decoder Logits,66.632404992,9.138331000000035,112
Decoder skip,62.000928224,66.79797600000056,1342
Decoder pre processing,0.001279224,7.81133800000004,406
Decoder Cross attention,0.0,41.98511200000024,36
Cross Attention - Encoder,0.0,100.13857699999994,9
Compute grid config,0.0,0.0,0
geo pruning,0.0,11.459003999999993,75
encode,0.0,60.55986500000009,20
Latents init,0.0,0.0,0
