op,flops,gflops,self_cuda_time_us,self_cpu_time_us,count
aten::mm,1528129568768,1528.129568768,0,490.58099999992555,27
aten::addmm,828591939584,828.591939584,0,785.5329999999622,29
aten::bmm,1662976000,1.662976,0,40.427999999999884,2
aten::mul,86566560,0.08656656,0,686.4640000000563,101
aten::add,6128670,0.00612867,0,220.6050000000464,31
Compute grid config,0,0.0,0,51.97800000000001,1
encode,0,0.0,0,82.3070000000007,1
Latents init ,0,0.0,0,209.2520000000003,1
aten::unsqueeze,0,0.0,0,246.88899999990718,101
aten::as_strided,0,0.0,0,3755.6339999999736,7896
aten::expand,0,0.0,0,156.17599999992274,62
aten::linspace,0,0.0,0,118.49300000010055,36
aten::empty,0,0.0,0,2171.007999999714,1013
Unrecognized,0,0.0,0,328.295,1
cudaLaunchKernel,0,0.0,0,3470.211000000272,845
aten::meshgrid,0,0.0,0,9.587000000000216,1
aten::view,0,0.0,0,589.295999999883,1123
aten::flatten,0,0.0,0,12.266999999999825,2
aten::clone,0,0.0,0,72.08100000008835,26
aten::empty_like,0,0.0,0,89.54099999997061,62
aten::copy_,0,0.0,0,7683.122000000039,2524
aten::_unsafe_view,0,0.0,0,24.224999999897364,29
aten::stack,0,0.0,0,54.32399999990821,12
aten::cat,0,0.0,0,614.8859999998315,91
geo pruning,0,0.0,0,236.9759999999992,1
aten::select,0,0.0,0,9364.171999999917,4936
aten::detach,0,0.0,0,2.4099999999998545,2
detach,0,0.0,0,4.375000000000227,2
aten::to,0,0.0,0,737.954999999881,904
aten::_to_copy,0,0.0,0,1834.4489999998445,853
aten::empty_strided,0,0.0,0,2733.7670000002117,869
cudaStreamIsCapturing,0,0.0,0,538.2129999995398,1638
cudaMemcpyAsync,0,0.0,0,19614.49800000016,4133
cudaStreamSynchronize,0,0.0,0,160426.62699999998,3292
aten::resolve_conj,0,0.0,0,0.5160000000000764,1
aten::resolve_neg,0,0.0,0,0.2940000000000964,1
aten::arange,0,0.0,0,23.639000000000806,4
aten::resize_,0,0.0,0,196.95899999999847,1648
aten::lt,0,0.0,0,67.84299999994778,7
aten::slice,0,0.0,0,3299.395000000146,1730
aten::clamp,0,0.0,0,84.21800000003122,9
geo pruning,0,0.0,0,0,1
"void at::native::vectorized_elementwise_kernel<2, at::native::(anonymous namespace)::launch_clamp_scalar(at::TensorIteratorBase&, c10::Scalar, c10::Scalar, at::native::detail::ClampLimits)::{lambda()#1}::operator()() const::{lambda()#4}::operator()() const::{lambda(long)#1}, std::array<char*, 2ul> >(int, at::native::(anonymous namespace)::launch_clamp_scalar(at::TensorIteratorBase&, c10::Scalar, c10::Scalar, at::native::detail::ClampLimits)::{lambda()#1}::operator()() const::{lambda()#4}::operator()() const::{lambda(long)#1}, std::array<char*, 2ul>)",0,0.0,0,0,9
aten::zeros_like,0,0.0,0,18.701999999968393,7
aten::zero_,0,0.0,0,25.469000000011874,11
aten::fill_,0,0.0,0,146.49300000001153,50
"void at::native::vectorized_elementwise_kernel<2, at::native::FillFunctor<long>, std::array<char*, 1ul> >(int, at::native::FillFunctor<long>, std::array<char*, 1ul>)",0,0.0,0,0,10
aten::where,0,0.0,0,36.46999999999434,4
"void at::native::vectorized_elementwise_kernel<2, at::native::(anonymous namespace)::where_kernel_impl(at::TensorIterator&)::{lambda()#1}::operator()() const::{lambda()#8}::operator()() const::{lambda(bool, long, long)#1}, std::array<char*, 4ul> >(int, at::native::(anonymous namespace)::where_kernel_impl(at::TensorIterator&)::{lambda()#1}::operator()() const::{lambda()#8}::operator()() const::{lambda(bool, long, long)#1}, std::array<char*, 4ul>)",0,0.0,0,0,4
"void at::native::vectorized_elementwise_kernel<4, at::native::FillFunctor<float>, std::array<char*, 1ul> >(int, at::native::FillFunctor<float>, std::array<char*, 1ul>)",0,0.0,0,0,38
aten::bitwise_not,0,0.0,0,101.35599999990973,13
"void at::native::vectorized_elementwise_kernel<4, at::native::bitwise_not_kernel_cuda(at::TensorIteratorBase&)::{lambda(bool)#1}, std::array<char*, 2ul> >(int, at::native::bitwise_not_kernel_cuda(at::TensorIteratorBase&)::{lambda(bool)#1}, std::array<char*, 2ul>)",0,0.0,0,0,13
aten::masked_fill,0,0.0,0,13.849999999998545,2
Memcpy DtoD (Device -> Device),0,0.0,0,0,841
aten::masked_fill_,0,0.0,0,74.29700000005778,9
"void at::native::vectorized_elementwise_kernel<4, at::native::(anonymous namespace)::masked_fill_kernel(at::TensorIterator&, c10::Scalar const&)::{lambda()#1}::operator()() const::{lambda()#7}::operator()() const::{lambda(float, bool)#1}, std::array<char*, 3ul> >(int, at::native::(anonymous namespace)::masked_fill_kernel(at::TensorIterator&, c10::Scalar const&)::{lambda()#1}::operator()() const::{lambda()#7}::operator()() const::{lambda(float, bool)#1}, std::array<char*, 3ul>)",0,0.0,0,0,5
aten::reshape,0,0.0,0,905.1390000005931,930
aten::gather,0,0.0,0,124.87900000008722,10
"void at::native::vectorized_gather_kernel<16, long>(char*, char*, long*, int, long, long, long, long, bool)",0,0.0,0,0,9
aten::__or__,0,0.0,0,8.726999999907548,5
aten::bitwise_or,0,0.0,0,46.79400000003807,5
Cross Attention - Encoder,0,0.0,0,120.01399999999921,1
