region,gflops,cuda_ms,leaf_ops
Encoder Cross Attention:,198.283200769,97.04409600000008,115
Self Attention,151.622544108,35.92663299999998,899
Decoder Cross Attention,122.809540608,57.06555100000003,210
Encoder Process data,113.949936002,66.4964979999999,230
Decoder Logits,69.005555712,9.194925999999956,99
Decoder skip,64.209126284,67.06768599999975,1351
Decoder pre processing,0.001324784,6.660534000000269,406
geo pruning,0.0,7.872066000000001,75
Cross Attention - Encoder,0.0,61.454491,9
encode,0.0,38.575468000000036,20
Decoder Cross attention,0.0,41.92566999999991,40
Compute grid config,0.0,0.0,0
Latents init,0.0,0.0,0
