region,gflops,cuda_ms,leaf_ops
Encoder Cross Attention:,266.527036416,195.17184700000286,80
Encoder Process data,161.240870402,842.0416219999942,233
Decoder Cross Attention,120.33847296,58.44851199999871,196
Self Attention,116.312714508,156.52202599999822,884
Decoder Logits,67.61708544,10.082388000003528,104
Decoder skip,62.917165628,135.73574099999806,1329
Decoder pre processing,0.001298128,253.93112599999876,404
Cross Attention - Encoder,0.0,1075.0385589999996,39
Latents init,0.0,0.0,0
Compute grid config,0.0,0.0,0
geo pruning,0.0,495.99601299999864,54
encode,0.0,235.3857509999981,20
Decoder Cross attention,0.0,110.55231600000104,37
