region,gflops,cuda_ms,leaf_ops
Decoder Cross Attention,3304.977334272,1505.3060569999977,1416
Decoder Logits,1857.036484608,227.38003199999687,640
Decoder skip,1062.268305462,1279.8243929999908,9241
Self Attention,18.379863588,13.939287000000066,902
Encoder Cross Attention:,7.294201152,4.728236999999996,77
Encoder Process data,4.191852002,4.572720000000007,222
Decoder pre processing,0.035651638,52.45549599999601,1897
encode,0.0,3.0082570000000084,1
Compute grid config,0.0,0.0,0
geo pruning,0.0,0.8430400000000013,50
Decoder Cross attention,0.0,790.0134579999985,175
Cross Attention - Encoder,0.0,5.069880000000005,26
Latents init,0.0,0.0,0
