region,gflops,cuda_ms,leaf_ops
Self Attention,19.937650188,12.952985,901
Encoder Cross Attention:,9.527119872,5.728148999999992,79
Decoder Cross Attention,8.06879232,3.9391040000000213,57
Encoder Process data,5.475072002,5.262831999999994,226
Decoder Logits,4.53378048,0.7452159999999931,23
Decoder skip,4.218647042,7.098747999999985,333
Decoder pre processing,8.7042e-05,1.0975369999999494,86
Decoder Cross attention,0.0,4.916346999999995,8
geo pruning,0.0,1.0158089999999986,54
Latents init,0.0,0.0,0
Compute grid config,0.0,0.0,0
Cross Attention - Encoder,0.0,5.528992999999999,25
encode,0.0,3.6059199999999936,20
