region,gflops,cuda_ms,leaf_ops
Decoder Cross Attention,3304.977334272,1497.7668749999916,1301
Decoder Logits,1857.036484608,228.0795949999999,597
Decoder skip,1727.957827638,1610.1847130000115,9755
Self Attention,288.707764908,61.834693999999956,882
Encoder Cross Attention:,218.252301696,96.59441100000011,95
Encoder Process data,113.436648002,66.63910199999995,230
Decoder pre processing,0.035651638,140.0903709999982,2419
Decoder Cross attention,0.0,908.5700220000001,160
encode,0.0,43.14827499999999,20
Latents init,0.0,0.0,0
Compute grid config,0.0,0.0,0
Cross Attention - Encoder,0.0,62.16002000000001,8
geo pruning,0.0,7.905001,75
