region,gflops,cuda_ms,leaf_ops
Decoder Cross Attention,3304.977334272,1505.2170640000018,1325
Decoder Logits,1857.036484608,228.09130299999947,617
Decoder skip,1727.957827638,1579.9445709999786,9682
Encoder Cross Attention:,110.240214056,43.43280899999998,383
Encoder Process data,43.287288002,26.197791999999982,230
Self Attention,30.9240061,11.218225999999968,518
Decoder pre processing,0.035651638,72.62106000000405,2466
Decoder Cross attention,0.0,920.631838999999,207
geo pruning,0.0,3.2329610000000053,68
Compute grid config,0.0,0.0,0
Latents init,0.0,0.0,0
Cross Attention - Encoder,0.0,25.049155000000006,8
encode,0.0,15.436086,1
