op,flops,gflops,self_cuda_time_us,self_cpu_time_us,count
aten::addmm,492844320768,492.844320768,0,1366.7989999999882,59
aten::mm,387913973760,387.91397376,0,505.1439999999602,25
aten::bmm,3649536000,3.649536,0,36.947000000003754,2
aten::mul,168515584,0.168515584,0,1241.9199999999091,225
aten::add,30783981,0.030783981,0,795.8350000000364,140
Compute grid config,0,0.0,0,50.44800000000001,1
encode,0,0.0,0,77.52899999999863,1
Latents init ,0,0.0,0,195.37200000000018,1
aten::unsqueeze,0,0.0,0,536.6569999999806,273
aten::as_strided,0,0.0,0,623.5319999999963,1146
aten::expand,0,0.0,0,238.65600000006225,82
aten::linspace,0,0.0,0,167.46599999994908,60
aten::empty,0,0.0,0,1154.6549999999604,382
Unrecognized,0,0.0,0,303.227,1
cudaLaunchKernel,0,0.0,0,5616.1370000000625,1546
Latents init ,0,0.0,0,0,1
"void (anonymous namespace)::elementwise_kernel_with_index<int, at::native::linspace_cuda_out(c10::Scalar const&, c10::Scalar const&, long, at::Tensor&)::{lambda()#2}::operator()() const::{lambda()#2}::operator()() const::{lambda(long)#1}>(int, at::native::linspace_cuda_out(c10::Scalar const&, c10::Scalar const&, long, at::Tensor&)::{lambda()#2}::operator()() const::{lambda()#2}::operator()() const::{lambda(long)#1}, function_traits<at::native::linspace_cuda_out(c10::Scalar const&, c10::Scalar const&, long, at::Tensor&)::{lambda()#2}::operator()() const::{lambda()#2}::operator()() const::{lambda(long)#1}>::result_type*)",0,0.0,0,0,30
aten::meshgrid,0,0.0,0,33.61899999992397,6
aten::view,0,0.0,0,533.4129999998854,572
aten::flatten,0,0.0,0,16.024000000000342,5
aten::clone,0,0.0,0,143.44800000002238,54
aten::empty_like,0,0.0,0,88.81800000000726,63
aten::copy_,0,0.0,0,581.3940000000689,125
"void at::native::elementwise_kernel<128, 2, at::native::gpu_kernel_impl_nocast<at::native::direct_copy_kernel_cuda(at::TensorIteratorBase&)::{lambda()#3}::operator()() const::{lambda()#7}::operator()() const::{lambda(float)#1}>(at::TensorIteratorBase&, at::native::direct_copy_kernel_cuda(at::TensorIteratorBase&)::{lambda()#3}::operator()() const::{lambda()#7}::operator()() const::{lambda(float)#1} const&)::{lambda(int)#1}>(int, at::native::gpu_kernel_impl_nocast<at::native::direct_copy_kernel_cuda(at::TensorIteratorBase&)::{lambda()#3}::operator()() const::{lambda()#7}::operator()() const::{lambda(float)#1}>(at::TensorIteratorBase&, at::native::direct_copy_kernel_cuda(at::TensorIteratorBase&)::{lambda()#3}::operator()() const::{lambda()#7}::operator()() const::{lambda(float)#1} const&)::{lambda(int)#1})",0,0.0,0,0,44
aten::_unsafe_view,0,0.0,0,53.502000000053386,65
aten::stack,0,0.0,0,121.7910000000054,29
aten::cat,0,0.0,0,1005.9320000000209,148
"void at::native::(anonymous namespace)::CatArrayBatchedCopy_alignedK_contig<at::native::(anonymous namespace)::OpaqueType<4u>, unsigned int, 2, 128, 1, 16>(at::native::(anonymous namespace)::OpaqueType<4u>*, at::native::(anonymous namespace)::CatArrInputTensorMetadata<at::native::(anonymous namespace)::OpaqueType<4u>, unsigned int, 128, 1>, at::native::(anonymous namespace)::TensorSizeStride<unsigned int, 4u>, int, unsigned int)",0,0.0,0,0,6
geo pruning,0,0.0,0,237.01600000000008,1
aten::select,0,0.0,0,295.12899999988963,118
aten::detach,0,0.0,0,2.6670000000001437,2
detach,0,0.0,0,4.336999999999989,2
aten::to,0,0.0,0,75.01400000002741,97
aten::_to_copy,0,0.0,0,194.88499999999885,62
aten::empty_strided,0,0.0,0,300.19299999999316,81
cudaStreamIsCapturing,0,0.0,0,20.47399999995264,24
cudaMemcpyAsync,0,0.0,0,685.0299999999258,115
geo pruning,0,0.0,0,0,1
Memcpy DtoH (Device -> Pageable),0,0.0,0,0,1
cudaStreamSynchronize,0,0.0,0,55621.946,99
aten::resolve_conj,0,0.0,0,0.5739999999998417,1
aten::resolve_neg,0,0.0,0,0.3330000000000837,1
aten::arange,0,0.0,0,92.01199999997903,20
aten::resize_,0,0.0,0,157.12499999997613,70
