region,gflops,cuda_ms,leaf_ops
Self Attention,4269.338518156,12234.929016999995,302
Encoder Cross Attention:,2463.199975297,459.64583599999963,154
Encoder Process data,337.267172738,197.898502,224
Decoder Cross Attention,4.60173312,4.9012649999968705,208
Decoder Logits,2.58567168,1.783168999999296,98
Decoder skip,2.405947148,16.657520000008866,1337
Decoder pre processing,4.9648e-05,14.16952800001949,424
encode,0.0,2187.9246339999986,21
Compute grid config,0.0,0.0,0
geo pruning,0.0,13.08053700000001,66
Cross Attention - Encoder,0.0,211.08872300000021,10
Decoder Cross attention,0.0,13.712891000004486,42
Latents init,0.0,0.0,0
