op,flops,gflops,self_cuda_time_us,self_cpu_time_us,count
aten::mm,432676896768,432.676896768,0,491.6329999999198,27
aten::addmm,264304451584,264.304451584,0,793.566000000018,29
aten::bmm,831488000,0.831488,0,39.80500000000029,2
aten::mul,41608560,0.04160856,0,681.4749999999503,101
aten::add,5464670,0.00546467,0,219.7350000000447,31
Compute grid config,0,0.0,0,54.78400000000002,1
encode,0,0.0,0,95.70299999999952,1
Latents init ,0,0.0,0,220.10699999999974,1
aten::unsqueeze,0,0.0,0,253.03799999993169,101
aten::as_strided,0,0.0,0,3926.587000000328,7896
aten::expand,0,0.0,0,179.53600000003655,62
aten::linspace,0,0.0,0,128.39099999993243,36
aten::empty,0,0.0,0,2254.325000000191,1013
Unrecognized,0,0.0,0,318.65000000000003,1
cudaLaunchKernel,0,0.0,0,3454.180000000166,843
aten::meshgrid,0,0.0,0,11.125999999999749,1
aten::view,0,0.0,0,602.215999999934,1123
aten::flatten,0,0.0,0,15.530999999999949,2
aten::clone,0,0.0,0,75.76100000001657,26
aten::empty_like,0,0.0,0,86.26900000006776,62
aten::copy_,0,0.0,0,7827.973000000083,2524
aten::_unsafe_view,0,0.0,0,24.00600000004215,29
aten::stack,0,0.0,0,55.51099999999224,12
aten::cat,0,0.0,0,626.1519999999343,91
geo pruning,0,0.0,0,257.2819999999997,1
aten::select,0,0.0,0,9732.25399999968,4936
aten::detach,0,0.0,0,2.3040000000003147,2
detach,0,0.0,0,4.769999999999754,2
aten::to,0,0.0,0,783.5900000002266,904
aten::_to_copy,0,0.0,0,1965.9389999996574,853
aten::empty_strided,0,0.0,0,2793.526000000098,869
cudaStreamIsCapturing,0,0.0,0,562.3520000001431,1638
cudaMemcpyAsync,0,0.0,0,15356.182000000172,4133
cudaStreamSynchronize,0,0.0,0,55764.11699999974,3292
aten::resolve_conj,0,0.0,0,0.6570000000001528,1
aten::resolve_neg,0,0.0,0,0.30600000000004,1
aten::arange,0,0.0,0,24.115000000000236,4
aten::resize_,0,0.0,0,196.52400000023817,1648
aten::lt,0,0.0,0,70.31999999997788,7
aten::slice,0,0.0,0,3418.3310000000483,1730
aten::clamp,0,0.0,0,86.04799999996408,9
geo pruning,0,0.0,0,0,1
