region,gflops,cuda_ms,leaf_ops
Decoder Cross Attention,3304.977334272,1495.4795580000018,1300
Decoder Logits,1857.036484608,227.6417109999994,595
Decoder skip,1727.957827638,1596.8647109999804,9760
Self Attention,151.622544108,40.18882700000004,920
Encoder Cross Attention:,109.619934336,45.092896,60
Encoder Process data,56.974968002,34.15013500000002,230
Decoder pre processing,0.035651638,105.6919869999972,2450
Latents init,0.0,0.0,0
Compute grid config,0.0,0.0,0
Cross Attention - Encoder,0.0,32.070629,8
Decoder Cross attention,0.0,901.0475609999987,138
geo pruning,0.0,3.841703000000003,60
encode,0.0,22.690915,1
