region,gflops,cuda_ms,leaf_ops
Decoder Cross Attention,264.656388096,118.344144,101
Decoder Logits,148.707999744,17.445737,44
Decoder skip,138.371622916,125.04122600000011,677
Encoder Cross Attention:,38.108479488,17.888883999999983,57
Encoder Process data,21.900288002,14.087682000000001,238
Self Attention,13.292479556,5.873079000000058,353
Decoder pre processing,0.002854916,6.184439999999879,187
encode,0.0,7.323761000000012,20
Compute grid config,0.0,0.0,0
geo pruning,0.0,1.9878420000000048,62
Latents init,0.0,0.0,0
Decoder Cross attention,0.0,71.37517200000005,16
Cross Attention - Encoder,0.0,13.446481,13
