region,gflops,cuda_ms,leaf_ops
Decoder Cross Attention,358.002229248,160.6321479999997,98
Encoder Cross Attention:,232.999796288,125.57583899999995,365
Decoder Logits,201.158172672,25.785374000000303,44
Decoder skip,187.17609586,167.03974499999714,688
Encoder Process data,127.038780002,74.32020299999995,242
Self Attention,72.972975076,14.971222999999878,301
Decoder pre processing,0.00386186,13.817540999999851,224
Latents init,0.0,0.0,0
geo pruning,0.0,0.01599999999999909,5
Cross Attention - Encoder,0.0,68.84195799999995,18
Compute grid config,0.0,0.0,0
encode,0.0,36.54654599999993,1
Decoder Cross attention,0.0,97.54084199999924,20
