region,gflops,cuda_ms,leaf_ops
Decoder Cross Attention,258.289606656,114.46496799999971,99
Decoder Logits,145.130563584,17.286743999999775,47
Decoder skip,135.042846736,121.01237299999958,683
Encoder Cross Attention:,39.519322826,15.949751999999991,155
Encoder Process data,15.150550802,10.319007999999988,235
Self Attention,13.965479018,4.579762999999995,225
Decoder pre processing,0.002786236,7.502802000000141,222
geo pruning,0.0,1.6089900000000004,58
encode,0.0,5.915736999999996,20
Cross Attention - Encoder,0.0,10.619618999999995,20
Latents init,0.0,0.0,0
Compute grid config,0.0,0.0,0
Decoder Cross attention,0.0,69.77040499999984,14
