region,gflops,cuda_ms,leaf_ops
Decoder Cross Attention,337.073799168,152.30582600000008,213
Decoder Logits,189.398679552,23.463583000000057,100
Decoder skip,176.233980104,190.55254499999955,1356
Self Attention,116.312714508,50.1608789999999,884
Encoder Cross Attention:,15.73843712,5.211354000000014,68
Encoder Process data,0.084863618,7.6802140000000145,225
Decoder pre processing,0.003636104,20.04285399999986,424
encode,0.0,6.618739999999963,20
Cross Attention - Encoder,0.0,12.472422000000002,28
Decoder Cross attention,0.0,122.90706400000002,37
Compute grid config,0.0,0.0,0
Latents init,0.0,0.0,0
geo pruning,0.0,2.1445089999999962,54
