region,gflops,cuda_ms,leaf_ops
Decoder Cross Attention,337.489846272,154.00500000000028,204
Self Attention,213.945514031,42.345708999999985,902
Decoder Logits,189.632452608,23.585080000000026,92
Decoder skip,176.451504092,164.50896400000005,1367
Encoder Cross Attention:,36.38681075,5.270978999999995,86
Encoder Process data,0.169385042,2.7090430000000048,225
Decoder pre processing,0.003640592,15.670898999999821,432
Cross Attention - Encoder,3.168e-05,4.953163999999995,28
Compute grid config,0.0,0.0,0
geo pruning,0.0,0.7714519999999994,54
encode,0.0,9.446645999999996,20
Decoder Cross attention,0.0,97.29704300000009,34
Latents init,0.0,0.0,0
