region,gflops,cuda_ms,leaf_ops
Encoder Cross Attention:,238.178015233,117.830002,115
Self Attention,179.454998028,40.02992,899
Encoder Process data,136.876800002,79.93677100000001,230
Decoder Cross Attention,112.937877504,52.695128999999646,211
Decoder Logits,63.458758656,8.537350000000064,108
Decoder skip,59.047875296,63.333468000000046,1340
Decoder pre processing,0.001218296,6.909713000000222,406
Latents init,0.0,0.0,0
Decoder Cross attention,0.0,39.44552100000001,39
Cross Attention - Encoder,0.0,74.41656099999999,9
Compute grid config,0.0,0.0,0
geo pruning,0.0,9.304100000000002,75
encode,0.0,45.917585000000024,20
