op,flops,gflops,self_cuda_time_us,self_cpu_time_us,count
aten::addmm,759300994048,759.300994048,0,915.548000000319,41
aten::mm,686258176000,686.258176,0,518.5659999999807,31
aten::bmm,3276800000,3.2768,0,35.736000000004424,2
aten::mul,165684170,0.16568417,0,1078.8030000001509,201
aten::add,25406660,0.02540666,0,361.62100000000646,63
Compute grid config,0,0.0,0,57.166,1
encode,0,0.0,0,76.09799999999814,1
Latents init ,0,0.0,0,198.07799999999997,1
aten::unsqueeze,0,0.0,0,308.1670000000143,139
aten::as_strided,0,0.0,0,8695.389999998728,21451
aten::expand,0,0.0,0,163.15900000003188,68
aten::linspace,0,0.0,0,108.1930000000483,36
aten::empty,0,0.0,0,20725.68899999801,9827
Unrecognized,0,0.0,0,1554.9619999999354,5
cudaLaunchKernel,0,0.0,0,17488.442000001556,5883
aten::meshgrid,0,0.0,0,9.769999999999982,1
aten::view,0,0.0,0,786.7840000002832,1953
aten::flatten,0,0.0,0,13.503999999999905,2
aten::clone,0,0.0,0,71.26700000001551,26
aten::empty_like,0,0.0,0,83.15699999994217,59
aten::copy_,0,0.0,0,15949.779000000595,6488
aten::_unsafe_view,0,0.0,0,25.73300000009681,33
aten::stack,0,0.0,0,53.208999999967546,12
aten::cat,0,0.0,0,728.4440000001546,124
geo pruning,0,0.0,0,229.8999999999994,1
aten::select,0,0.0,0,28777.33700000285,15955
aten::detach,0,0.0,0,2.1359999999999673,2
detach,0,0.0,0,4.15300000000002,2
aten::to,0,0.0,0,1189.0119999998997,1692
aten::_to_copy,0,0.0,0,3109.1940000016243,1641
aten::empty_strided,0,0.0,0,4497.184999999274,1654
cudaStreamIsCapturing,0,0.0,0,923.1800000001485,3327
cudaMemcpyAsync,0,0.0,0,59315.25600000173,12874
cudaStreamSynchronize,0,0.0,0,163475.28100000246,9753
aten::resolve_conj,0,0.0,0,0.6150000000000091,1
aten::resolve_neg,0,0.0,0,0.3200000000001637,1
aten::arange,0,0.0,0,23.57900000000086,4
aten::resize_,0,0.0,0,666.4839999986148,4835
aten::lt,0,0.0,0,62.89799999998172,7
