region,gflops,cuda_ms,leaf_ops
Decoder Cross Attention,6663.104888832,1968.7972199999988,1324
Decoder Logits,1857.036484608,228.62445800000148,617
Decoder skip,1727.957827638,1624.3152120000063,9442
Encoder Cross Attention:,326.637777312,155.64520499999995,100
Encoder Process data,169.770006002,99.63860999999996,230
Self Attention,141.827142796,34.471125999999906,300
Decoder pre processing,0.080216118,234.28566599999826,2713
Cross Attention - Encoder,0.0,93.45252199999997,8
encode,0.0,55.11561599999995,1
Decoder Cross attention,0.0,1006.352032000003,136
Latents init,0.0,0.0,0
geo pruning,0.0,10.938017999999996,60
Compute grid config,0.0,0.0,0
