region,gflops,cuda_ms,leaf_ops
Decoder Cross Attention,122.330456064,57.09987299999986,215
Encoder Cross Attention:,108.519849792,50.309387,73
Self Attention,88.999541221,27.088986999999886,936
Decoder Logits,68.736362496,8.970447999999912,100
Decoder skip,63.958644116,68.22760900000029,1345
Encoder Process data,62.364492002,37.24027100000005,230
Decoder pre processing,0.001319616,6.056479999999934,366
Compute grid config,0.0,0.0,0
Latents init,0.0,0.0,0
Cross Attention - Encoder,0.0,35.32627699999999,9
Decoder Cross attention,0.0,42.47508400000005,37
encode,0.0,22.16407599999995,20
geo pruning,0.0,4.548692999999998,75
