op,flops,gflops,self_cuda_time_us,self_cpu_time_us,count
aten::addmm,3561324224512,3561.324224512,0,4928.0280000000985,266
aten::mm,3526756401152,3526.756401152,0,1699.3599999993166,117
aten::bmm,831488000,0.831488,0,33.749000000001615,2
aten::mul,255570160,0.25557016,0,2947.1179999992355,512
aten::add,16743018,0.016743018,0,1189.5439999995233,188
Compute grid config,0,0.0,0,53.95099999999999,1
encode,0,0.0,0,77.20000000000073,1
Latents init ,0,0.0,0,206.44799999999987,1
aten::unsqueeze,0,0.0,0,1734.058999998244,860
aten::as_strided,0,0.0,0,2288.9320000017533,4161
aten::expand,0,0.0,0,925.7989999984907,340
aten::linspace,0,0.0,0,793.3189999999934,336
aten::empty,0,0.0,0,4410.658999998739,1539
Unrecognized,0,0.0,0,594.9979999999948,2
cudaLaunchKernel,0,0.0,0,18035.472000000875,5285
aten::meshgrid,0,0.0,0,10.538000000000011,1
aten::view,0,0.0,0,2194.257000002659,2411
aten::flatten,0,0.0,0,13.72900000000027,2
aten::clone,0,0.0,0,598.9609999997201,225
aten::empty_like,0,0.0,0,363.1179999994672,256
aten::copy_,0,0.0,0,2540.744000001207,639
aten::_unsafe_view,0,0.0,0,203.97599999992235,283
aten::stack,0,0.0,0,426.5620000005813,111
aten::cat,0,0.0,0,3309.519999999646,494
geo pruning,0,0.0,0,235.97299999999905,1
aten::select,0,0.0,0,1122.8360000003363,499
aten::detach,0,0.0,0,2.34299999999962,2
detach,0,0.0,0,6.1710000000002765,2
aten::to,0,0.0,0,432.3780000005629,532
aten::_to_copy,0,0.0,0,1166.1959999994394,360
aten::empty_strided,0,0.0,0,1551.2230000004693,447
cudaStreamIsCapturing,0,0.0,0,87.65200000003824,116
cudaMemcpyAsync,0,0.0,0,2434.2229999992933,421
cudaStreamSynchronize,0,0.0,0,517597.04100000084,336
aten::resolve_conj,0,0.0,0,0.5730000000000928,1
aten::resolve_neg,0,0.0,0,0.28700000000003456,1
aten::arange,0,0.0,0,30.564999999999827,4
aten::resize_,0,0.0,0,431.7879999995753,182
aten::lt,0,0.0,0,407.44899999979634,57
geo pruning,0,0.0,0,0,1
"void at::native::elementwise_kernel<128, 4, at::native::gpu_kernel_impl_nocast<at::native::(anonymous namespace)::CompareFunctor<long> >(at::TensorIteratorBase&, at::native::(anonymous namespace)::CompareFunctor<long> const&)::{lambda(int)#1}>(int, at::native::gpu_kernel_impl_nocast<at::native::(anonymous namespace)::CompareFunctor<long> >(at::TensorIteratorBase&, at::native::(anonymous namespace)::CompareFunctor<long> const&)::{lambda(int)#1})",0,0.0,0,0,1
aten::slice,0,0.0,0,1177.5649999992277,568
