region,gflops,cuda_ms,leaf_ops
Encoder Cross Attention:,479.260697473,246.2098740000003,122
Encoder Process data,287.954568002,168.23187100000013,231
Self Attention,218.918925228,46.87207500000039,887
Decoder Cross Attention,111.904063488,52.47939799999991,215
Decoder Logits,62.877868032,8.482364000000103,104
Decoder skip,58.507361144,62.726816000000255,1340
Decoder pre processing,0.001207144,7.302690000000017,406
encode,0.0,87.26415100000014,20
Cross Attention - Encoder,0.0,153.44643999999994,9
Compute grid config,0.0,0.0,0
Latents init,0.0,0.0,0
Decoder Cross attention,0.0,38.999127000000094,39
geo pruning,0.0,11.629183000000008,75
