region,gflops,cuda_ms,leaf_ops
Decoder Cross Attention,355.379871744,159.08761699999886,98
Decoder Logits,199.684694016,24.082736999999966,51
Decoder skip,185.805035572,167.432923000001,669
Encoder Cross Attention:,167.101436288,90.07041199999993,362
Encoder Process data,84.692520002,50.249568,242
Self Attention,72.972975076,14.183532000000035,300
Decoder pre processing,0.003833572,16.303185000000465,252
encode,0.0,25.553325000000008,1
Decoder Cross attention,0.0,94.97059100000001,10
Latents init,0.0,0.0,0
Compute grid config,0.0,0.0,0
geo pruning,0.0,0.012474999999999454,5
Cross Attention - Encoder,0.0,46.92437800000001,18
