region,gflops,cuda_ms,leaf_ops
Encoder Cross Attention:,300.91324372,132.1379150000001,338
Encoder Process data,144.268147202,86.84796099999988,243
Decoder Cross Attention,117.211815936,57.38849500000027,205
Decoder Logits,65.860245504,10.159498999999661,104
Decoder skip,61.2824399,96.28540700000048,1329
Self Attention,55.513912004,28.471066999999895,628
Decoder pre processing,0.0012644,16.044186000000423,404
encode,0.0,46.23942299999996,20
Decoder Cross attention,0.0,71.86778199999978,37
geo pruning,0.0,11.032305999999986,73
Compute grid config,0.0,0.0,0
Latents init,0.0,0.0,0
Cross Attention - Encoder,0.0,80.753002,8
