op,flops,gflops,self_cuda_time_us,self_cpu_time_us,count
aten::mm,1395404341248,1395.404341248,0,521.420000000021,31
aten::addmm,1394525067264,1394.525067264,0,878.2569999999318,41
aten::mul,87647644,0.087647644,0,1049.0840000000007,201
aten::bmm,61440000,0.06144,0,34.07899999999972,2
aten::add,3203290,0.00320329,0,339.157000000002,63
Compute grid config,0,0.0,0,48.73599999999999,1
encode,0,0.0,0,69.40499999999884,1
Latents init ,0,0.0,0,181.85400000000027,1
aten::unsqueeze,0,0.0,0,301.58000000000516,139
aten::as_strided,0,0.0,0,566.0069999999077,1166
aten::expand,0,0.0,0,152.36199999999167,68
aten::linspace,0,0.0,0,115.48599999999408,36
aten::empty,0,0.0,0,1034.0599999999692,415
Unrecognized,0,0.0,0,293.53600000000006,1
cudaLaunchKernel,0,0.0,0,4064.4059999999463,1142
Latents init ,0,0.0,0,0,1
"void (anonymous namespace)::elementwise_kernel_with_index<int, at::native::linspace_cuda_out(c10::Scalar const&, c10::Scalar const&, long, at::Tensor&)::{lambda()#2}::operator()() const::{lambda()#2}::operator()() const::{lambda(long)#1}>(int, at::native::linspace_cuda_out(c10::Scalar const&, c10::Scalar const&, long, at::Tensor&)::{lambda()#2}::operator()() const::{lambda()#2}::operator()() const::{lambda(long)#1}, function_traits<at::native::linspace_cuda_out(c10::Scalar const&, c10::Scalar const&, long, at::Tensor&)::{lambda()#2}::operator()() const::{lambda()#2}::operator()() const::{lambda(long)#1}>::result_type*)",0,0.0,0,0,18
aten::meshgrid,0,0.0,0,9.291999999999916,1
aten::view,0,0.0,0,341.5570000000305,383
aten::flatten,0,0.0,0,12.858000000000402,2
aten::clone,0,0.0,0,67.26000000001636,26
aten::empty_like,0,0.0,0,71.45200000001364,59
aten::copy_,0,0.0,0,666.6590000000235,212
"void at::native::elementwise_kernel<128, 2, at::native::gpu_kernel_impl_nocast<at::native::direct_copy_kernel_cuda(at::TensorIteratorBase&)::{lambda()#3}::operator()() const::{lambda()#7}::operator()() const::{lambda(float)#1}>(at::TensorIteratorBase&, at::native::direct_copy_kernel_cuda(at::TensorIteratorBase&)::{lambda()#3}::operator()() const::{lambda()#7}::operator()() const::{lambda(float)#1} const&)::{lambda(int)#1}>(int, at::native::gpu_kernel_impl_nocast<at::native::direct_copy_kernel_cuda(at::TensorIteratorBase&)::{lambda()#3}::operator()() const::{lambda()#7}::operator()() const::{lambda(float)#1}>(at::TensorIteratorBase&, at::native::direct_copy_kernel_cuda(at::TensorIteratorBase&)::{lambda()#3}::operator()() const::{lambda()#7}::operator()() const::{lambda(float)#1} const&)::{lambda(int)#1})",0,0.0,0,0,24
aten::_unsafe_view,0,0.0,0,28.635999999993828,33
aten::stack,0,0.0,0,48.928000000000566,12
aten::cat,0,0.0,0,708.2699999999943,124
