region,gflops,cuda_ms,leaf_ops
Encoder Cross Attention:,373.823321473,188.44127099999986,120
Encoder Process data,220.200552002,128.5451799999999,231
Self Attention,218.918925228,47.534328999999666,887
Decoder Cross Attention,114.28687872,53.16210500000017,222
Decoder Logits,64.21675008,8.583241000000111,99
Decoder skip,59.753180348,63.47876799999937,1339
Decoder pre processing,0.001232848,7.321082999999853,406
Compute grid config,0.0,0.0,0
Cross Attention - Encoder,0.0,118.19428199999999,9
Decoder Cross attention,0.0,39.763910999999865,37
geo pruning,0.0,11.491959999999995,75
encode,0.0,69.61163899999988,20
Latents init,0.0,0.0,0
