region,gflops,cuda_ms,leaf_ops
Decoder Cross Attention,191.079088128,84.429267,97
Decoder Logits,107.365588992,12.367779000000082,50
Decoder skip,99.90283522,92.0322779999999,687
Self Attention,8.999872036,5.071934000000009,304
Encoder Cross Attention:,8.227302336,4.602094000000009,76
Encoder Process data,3.952317602,4.397884000000004,226
Decoder pre processing,0.00206122,4.438231999999945,179
Decoder Cross attention,0.0,52.76287900000001,13
Compute grid config,0.0,0.0,0
Latents init,0.0,0.0,0
encode,0.0,2.3861590000000077,20
geo pruning,0.0,0.902461,54
Cross Attention - Encoder,0.0,4.8037090000000084,26
