op,flops,gflops,self_cuda_time_us,self_cpu_time_us,count
aten::mm,1162905573376,1162.905573376,0,447.0050000000165,27
aten::addmm,618351520768,618.351520768,0,719.8489999998992,29
aten::bmm,819200000,0.8192,0,33.642000000000735,2
aten::mul,52844980,0.05284498,0,620.9869999999305,101
aten::add,3320020,0.00332002,0,201.81999999998334,31
Compute grid config,0,0.0,0,54.02999999999997,1
encode,0,0.0,0,78.8239999999987,1
Latents init ,0,0.0,0,191.28499999999985,1
aten::unsqueeze,0,0.0,0,219.7589999999028,101
aten::as_strided,0,0.0,0,1895.8990000003048,4188
aten::expand,0,0.0,0,150.52300000000503,62
aten::linspace,0,0.0,0,114.20499999994013,36
aten::empty,0,0.0,0,1305.7809999999909,601
Unrecognized,0,0.0,0,323.156,1
cudaLaunchKernel,0,0.0,0,3153.028000000077,845
Latents init ,0,0.0,0,0,1
"void (anonymous namespace)::elementwise_kernel_with_index<int, at::native::linspace_cuda_out(c10::Scalar const&, c10::Scalar const&, long, at::Tensor&)::{lambda()#2}::operator()() const::{lambda()#2}::operator()() const::{lambda(long)#1}>(int, at::native::linspace_cuda_out(c10::Scalar const&, c10::Scalar const&, long, at::Tensor&)::{lambda()#2}::operator()() const::{lambda()#2}::operator()() const::{lambda(long)#1}, function_traits<at::native::linspace_cuda_out(c10::Scalar const&, c10::Scalar const&, long, at::Tensor&)::{lambda()#2}::operator()() const::{lambda()#2}::operator()() const::{lambda(long)#1}>::result_type*)",0,0.0,0,0,18
aten::meshgrid,0,0.0,0,10.899999999999864,1
aten::view,0,0.0,0,404.8579999999033,711
aten::flatten,0,0.0,0,13.239999999999782,2
aten::clone,0,0.0,0,62.63499999994701,26
aten::empty_like,0,0.0,0,83.72499999999195,62
aten::copy_,0,0.0,0,3462.596000000007,1288
"void at::native::elementwise_kernel<128, 2, at::native::gpu_kernel_impl_nocast<at::native::direct_copy_kernel_cuda(at::TensorIteratorBase&)::{lambda()#3}::operator()() const::{lambda()#7}::operator()() const::{lambda(float)#1}>(at::TensorIteratorBase&, at::native::direct_copy_kernel_cuda(at::TensorIteratorBase&)::{lambda()#3}::operator()() const::{lambda()#7}::operator()() const::{lambda(float)#1} const&)::{lambda(int)#1}>(int, at::native::gpu_kernel_impl_nocast<at::native::direct_copy_kernel_cuda(at::TensorIteratorBase&)::{lambda()#3}::operator()() const::{lambda()#7}::operator()() const::{lambda(float)#1}>(at::TensorIteratorBase&, at::native::direct_copy_kernel_cuda(at::TensorIteratorBase&)::{lambda()#3}::operator()() const::{lambda()#7}::operator()() const::{lambda(float)#1} const&)::{lambda(int)#1})",0,0.0,0,0,24
aten::_unsafe_view,0,0.0,0,21.412000000034595,29
aten::stack,0,0.0,0,49.44600000001219,12
aten::cat,0,0.0,0,579.3910000000308,91
