region,gflops,cuda_ms,leaf_ops
Decoder Cross Attention,1160.70054912,342.07976400000024,100
Decoder Logits,323.49232128,38.740272000000125,43
Decoder skip,185.045174284,218.0180999999998,629
Encoder Cross Attention:,59.8647392,29.621095000000047,197
Encoder Process data,34.219200002,20.66538199999999,228
Self Attention,18.725596676,8.517731000000015,418
Decoder pre processing,0.013973494,24.296083999999922,274
encode,0.0,10.969043000000001,20
Cross Attention - Encoder,0.0,19.617206999999993,10
geo pruning,0.0,2.7784670000000045,73
Compute grid config,0.0,0.0,0
Latents init,0.0,0.0,0
Decoder Cross attention,0.0,148.33958800000002,10
