region,gflops,cuda_ms,leaf_ops
Decoder Cross Attention,267.883905024,122.97769600000008,97
Decoder Logits,150.521511936,19.614285999999964,45
Decoder skip,140.059081732,127.55299299999918,700
Encoder Cross Attention:,61.988183616,26.348385,104
Self Attention,40.199744836,16.25250700000008,479
Encoder Process data,29.702265602,18.561795000000018,236
Decoder pre processing,0.002889732,8.619523999999481,218
Latents init,0.0,0.0,0
encode,0.0,10.495203000000027,1
Decoder Cross attention,0.0,74.56969999999987,14
Compute grid config,0.0,0.0,0
Cross Attention - Encoder,0.0,18.068018000000006,9
geo pruning,0.0,2.186126,54
