region,gflops,cuda_ms,leaf_ops
Encoder Cross Attention:,255.11776935,115.62567700000014,303
Encoder Process data,127.295424002,77.56973499999995,246
Decoder Cross Attention,116.467974144,57.15884699999976,205
Self Attention,74.896791174,32.75386199999989,663
Decoder Logits,65.442287616,10.190451000000234,104
Decoder skip,60.893533376,95.99707699999965,1329
Decoder pre processing,0.001256376,15.849840000000128,404
Decoder Cross attention,0.0,71.77995100000005,37
Cross Attention - Encoder,0.0,72.24336700000002,8
geo pruning,0.0,9.912010000000002,70
Compute grid config,0.0,0.0,0
encode,0.0,40.95535499999992,10
Latents init,0.0,0.0,0
