region,gflops,cuda_ms,leaf_ops
Decoder Cross Attention,1181.924352,350.7677470000003,99
Decoder Logits,329.407488,38.93145799999993,44
Decoder skip,306.511074004,274.6825389999998,662
Encoder Cross Attention:,298.898156288,166.06132099999994,366
Encoder Process data,169.385040002,99.53075599999994,242
Self Attention,72.972975076,14.118439000000027,300
Decoder pre processing,0.014229004,34.394658000000575,249
Decoder Cross attention,0.0,173.81412699999998,14
encode,0.0,48.316172000000016,1
geo pruning,0.0,0.018559999999997672,5
Latents init,0.0,0.0,0
Cross Attention - Encoder,0.0,92.27908100000002,18
Compute grid config,0.0,0.0,0
