region,gflops,cuda_ms,leaf_ops
Encoder Cross Attention:,133.975141633,65.034701,113
Decoder Cross Attention,126.95740416,59.082054999999855,208
Self Attention,106.758290028,30.462938000000012,886
Encoder Process data,76.993200002,45.482864,230
Decoder Logits,71.33620224,9.03129999999982,101
Decoder skip,66.377774528,69.64621700000023,1352
Decoder pre processing,0.001369528,6.36726500000012,404
geo pruning,0.0,5.501452000000005,75
encode,0.0,27.194165,20
Cross Attention - Encoder,0.0,43.08262899999999,9
Compute grid config,0.0,0.0,0
Decoder Cross attention,0.0,43.08838600000005,40
Latents init,0.0,0.0,0
