region,gflops,cuda_ms,leaf_ops
Decoder Cross Attention,341.15862528,151.52768200000014,98
Decoder Logits,191.69390592,23.02787599999996,49
Decoder skip,178.369670164,162.3536339999998,671
Encoder Cross Attention:,20.263397906,11.348863999999987,135
Encoder Process data,11.292336002,8.082383000000009,235
Self Attention,8.386158866,4.038302000000025,247
Decoder pre processing,0.003680164,7.075360000000051,194
Cross Attention - Encoder,0.0,8.353556000000001,24
Decoder Cross attention,0.0,91.53266499999998,13
Compute grid config,0.0,0.0,0
geo pruning,0.0,1.3425910000000039,54
Latents init,0.0,0.0,0
encode,0.0,4.3847710000000095,20
