region,gflops,cuda_ms,leaf_ops
Decoder Cross Attention,123.80553216,59.22453700000071,207
Self Attention,113.670302988,49.42056900000005,876
Decoder Logits,69.56519424,10.174997000000149,105
Decoder skip,64.729865528,98.04198100000009,1330
Encoder Cross Attention:,57.868686336,25.16061300000003,85
Encoder Process data,25.459084802,20.444478000000014,235
Decoder pre processing,0.001335528,15.848151000000158,404
Cross Attention - Encoder,0.0,21.47148200000001,25
Decoder Cross attention,0.0,72.21498300000012,36
geo pruning,0.0,3.345828000000003,54
encode,0.0,13.337896000000034,17
Compute grid config,0.0,0.0,0
Latents init,0.0,0.0,0
