region,gflops,cuda_ms,leaf_ops
Self Attention,177.455377353,39.15949199999987,792
Encoder Cross Attention:,98.974487908,20.75213500000004,204
Decoder Cross Attention,97.493704704,45.672220000000074,225
Decoder Logits,54.780819456,7.419981000000069,102
Decoder skip,50.973121196,56.66953100000021,1335
Encoder Process data,16.938504002,11.230363999999987,235
Decoder pre processing,0.001051696,6.956724000000126,406
Cross Attention - Encoder,0.00025344,11.779697999999993,21
encode,0.0,13.77327900000001,20
geo pruning,0.0,1.6847639999999997,59
Decoder Cross attention,0.0,35.53795100000005,35
Latents init,0.0,0.0,0
Compute grid config,0.0,0.0,0
