region,gflops,cuda_ms,leaf_ops
Decoder Cross Attention,382.562224128,113.76525599999994,102
Decoder Logits,106.621765632,12.69533800000009,44
Decoder skip,60.990143836,75.1135590000003,655
Encoder Cross Attention:,50.610374976,20.72581500000002,57
Self Attention,33.189558436,12.018548999999927,440
Encoder Process data,24.312741602,15.256350000000008,238
Decoder pre processing,0.00460561,9.228261000000028,233
Latents init,0.0,0.0,0
encode,0.0,8.544866999999982,1
Compute grid config,0.0,0.0,0
Cross Attention - Encoder,0.0,15.049000000000003,8
Decoder Cross attention,0.0,52.751718999999966,14
geo pruning,0.0,1.9318130000000002,54
