op,flops,gflops,self_cuda_time_us,self_cpu_time_us,count
aten::mm,1154855964672,1154.855964672,0,469.9609999999975,27
aten::addmm,600195540992,600.195540992,0,760.1909999999752,29
aten::bmm,200704000,0.200704,0,37.08100000000013,2
aten::mul,35469448,0.035469448,0,654.6679999999828,101
aten::add,1877282,0.001877282,0,204.37599999996974,31
Compute grid config,0,0.0,0,51.828,1
encode,0,0.0,0,82.29000000000087,1
Latents init ,0,0.0,0,202.394,1
aten::unsqueeze,0,0.0,0,241.50900000004117,101
aten::as_strided,0,0.0,0,1088.2779999999743,2352
aten::expand,0,0.0,0,154.4349999999635,62
aten::linspace,0,0.0,0,124.6050000000256,36
aten::empty,0,0.0,0,985.7269999999803,397
Unrecognized,0,0.0,0,301.92900000000003,1
cudaLaunchKernel,0,0.0,0,3221.9040000000036,809
Latents init ,0,0.0,0,0,1
"void (anonymous namespace)::elementwise_kernel_with_index<int, at::native::linspace_cuda_out(c10::Scalar const&, c10::Scalar const&, long, at::Tensor&)::{lambda()#2}::operator()() const::{lambda()#2}::operator()() const::{lambda(long)#1}>(int, at::native::linspace_cuda_out(c10::Scalar const&, c10::Scalar const&, long, at::Tensor&)::{lambda()#2}::operator()() const::{lambda()#2}::operator()() const::{lambda(long)#1}, function_traits<at::native::linspace_cuda_out(c10::Scalar const&, c10::Scalar const&, long, at::Tensor&)::{lambda()#2}::operator()() const::{lambda()#2}::operator()() const::{lambda(long)#1}>::result_type*)",0,0.0,0,0,18
aten::meshgrid,0,0.0,0,10.557000000000016,1
aten::view,0,0.0,0,356.2969999998488,507
aten::flatten,0,0.0,0,14.336999999999762,2
aten::clone,0,0.0,0,68.0259999999505,26
aten::empty_like,0,0.0,0,82.74700000002531,62
aten::copy_,0,0.0,0,2022.4810000000386,676
"void at::native::elementwise_kernel<128, 2, at::native::gpu_kernel_impl_nocast<at::native::direct_copy_kernel_cuda(at::TensorIteratorBase&)::{lambda()#3}::operator()() const::{lambda()#7}::operator()() const::{lambda(float)#1}>(at::TensorIteratorBase&, at::native::direct_copy_kernel_cuda(at::TensorIteratorBase&)::{lambda()#3}::operator()() const::{lambda()#7}::operator()() const::{lambda(float)#1} const&)::{lambda(int)#1}>(int, at::native::gpu_kernel_impl_nocast<at::native::direct_copy_kernel_cuda(at::TensorIteratorBase&)::{lambda()#3}::operator()() const::{lambda()#7}::operator()() const::{lambda(float)#1}>(at::TensorIteratorBase&, at::native::direct_copy_kernel_cuda(at::TensorIteratorBase&)::{lambda()#3}::operator()() const::{lambda()#7}::operator()() const::{lambda(float)#1} const&)::{lambda(int)#1})",0,0.0,0,0,24
aten::_unsafe_view,0,0.0,0,24.660000000039418,29
aten::stack,0,0.0,0,54.51499999997418,12
aten::cat,0,0.0,0,590.1649999999638,91
"void at::native::(anonymous namespace)::CatArrayBatchedCopy_alignedK_contig<at::native::(anonymous namespace)::OpaqueType<4u>, unsigned int, 2, 128, 1, 16>(at::native::(anonymous namespace)::OpaqueType<4u>*, at::native::(anonymous namespace)::CatArrInputTensorMetadata<at::native::(anonymous namespace)::OpaqueType<4u>, unsigned int, 128, 1>, at::native::(anonymous namespace)::TensorSizeStride<unsigned int, 4u>, int, unsigned int)",0,0.0,0,0,32
geo pruning,0,0.0,0,237.68099999999936,1
aten::select,0,0.0,0,2343.225000000023,1240
aten::detach,0,0.0,0,2.6079999999999472,2
detach,0,0.0,0,5.191000000000031,2
aten::to,0,0.0,0,237.9290000000451,288
aten::_to_copy,0,0.0,0,525.4959999999553,237
