region,gflops,cuda_ms,leaf_ops
Decoder Cross Attention,3304.977334272,1505.0526250000023,1448
Decoder Logits,1857.036484608,227.72212500000202,595
Decoder skip,1062.268305462,1298.7851969999952,9215
Self Attention,179.454998028,42.766965000000205,905
Encoder Cross Attention:,131.6755968,56.33967899999999,56
Encoder Process data,68.438400002,40.416008999999946,226
Decoder pre processing,0.035651638,102.78493199999733,2411
geo pruning,0.0,4.674289000000007,66
Compute grid config,0.0,0.0,0
Latents init,0.0,0.0,0
encode,0.0,26.73478100000005,1
Decoder Cross attention,0.0,805.4774139999986,252
Cross Attention - Encoder,0.0,38.95576199999999,8
