region,gflops,cuda_ms,leaf_ops
Decoder Cross Attention,3304.977334272,1511.0025049999954,1400
Decoder Logits,1857.036484608,229.07581700000048,664
Decoder skip,1062.268305462,1287.278249999986,9226
Self Attention,49.66650938,16.05328600000003,769
Encoder Cross Attention:,49.625740504,19.691993999999976,196
Encoder Process data,19.761588002,12.67999700000002,231
Decoder pre processing,0.035651638,75.71389999999433,2413
encode,0.0,8.95088,20
Latents init,0.0,0.0,0
Cross Attention - Encoder,0.0,12.547921000000006,18
Decoder Cross attention,0.0,792.8384129999973,186
geo pruning,0.0,1.8946630000000018,61
Compute grid config,0.0,0.0,0
