region,gflops,cuda_ms,leaf_ops
Encoder Cross Attention:,160.876655616,123.03590600000229,80
Decoder Cross Attention,123.099512832,59.23267999999458,196
Self Attention,116.312714508,216.8493450000016,884
Encoder Process data,93.349977602,746.4645130000002,233
Decoder Logits,69.168488448,10.025252999995836,108
Decoder skip,64.360733912,185.50381099999277,1329
Decoder pre processing,0.001327912,230.92022000000486,404
Cross Attention - Encoder,0.0,972.4550600000017,28
Compute grid config,0.0,0.0,0
Decoder Cross attention,0.0,159.96332999999822,37
Latents init,0.0,0.0,0
encode,0.0,294.1034440000021,20
geo pruning,0.0,659.1851380000011,54
